adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,5902,tt0075784,en,A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,7.719173,/ormdFwSHGVgsWdrzP5pRPaA6nme.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Joseph E. Levine Productions', 'id': 11503}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/15/77,50750000,175,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,Out of the sky comes the screen's most incredible spectacle of men and war!,A Bridge Too Far,FALSE,7,210
FALSE,,110,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,4552,tt0365376,ko,"장화, 홍련","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",6.247028,/8fmnXoIw3e3J7YSr8bzcPica4Dk.jpg,"[{'name': 'B.O.M. Film Productions Co.', 'id': 3616}, {'name': 'Masulpiri Films', 'id': 11772}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",6/13/03,0,115,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Our sorrow was conceived long before our birth,A Tale of Two Sisters,FALSE,7,234
FALSE,,300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,26326,tt0079813,en,Rock 'n' Roll High School,"A group of rock-music-loving students, with the help of the Ramones, take over their school to combat its newly installed oppressive administration.",3.019609,/pbmGv12EGDU48Kf5g48lPKHNtN1.jpg,"[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/24/79,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Will your school be NEXT?,Rock 'n' Roll High School,FALSE,6.6,39
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,42725,tt0061189,en,The Wild Angels,"Peter Fonda plays 'Heavenly Blues', the leader of Hell's Angels chapter from Venice, California while Bruce Dern plays 'Loser', his best pal. When they both botch their attempt to retrieve Loser's stolen bike, Loser ends up in the hospital. When the Angels bust him out, he dies, and they bury him. Nancy Sinatra plays Mike, Blues' ""old lady"" and Diane Ladd plays Loser's wife (Dern's real-life wife at the time). The plot is basically a buildup to the last half-hour of the film in which Loser's funeral becomes another wild party.",5.808639,/sAT1FEZGVAdEr5ZWLYKMmaTLefT.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/20/66,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most terrifying film of your time!,The Wild Angels,FALSE,5.8,17
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,4291,tt0199683,ja,菊次郎の夏,"Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.",4.75173,/poVeDnFDlaJlGNQ26IC3zN1lpiT.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Office Kitano', 'id': 567}, {'name': 'Nippon Herald Films', 'id': 1598}, {'name': 'Tokyo FM Broadcasting Co.', 'id': 6516}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",6/5/99,0,117,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Kikujiro,FALSE,7.5,90
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.fruehling-sommer.de,113,tt0374546,ko,봄 여름 가을 겨울 그리고 봄,"This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",8.157887,/uYQwUyHBKLPmCqUc9wMdphiphW2.jpg,"[{'name': 'LJ Film', 'id': 139}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Cineclick Asia', 'id': 685}, {'name': 'Korea Pictures', 'id': 11554}, {'name': 'Cinesoul', 'id': 11555}, {'name': 'Mirae Asset Capital', 'id': 11556}, {'name': 'Muhan Investment', 'id': 11557}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",9/19/03,6502364,103,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"Spring, Summer, Autumn, Winter... and Spring","Spring, Summer, Fall, Winter... and Spring",FALSE,7.6,240
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,62383,tt0105103,en,Passed Away,A bunch of eccentric relatives gather for their patriarch's funeral.,0.232637,/omvRt7VZED45sniwstcC08E2KS1.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/24/92,0,96,[],Released,,Passed Away,FALSE,0,0
FALSE,,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,203,tt0070379,en,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",8.212399,/3awGnJPs7XmGyCB2eFdxVm6GlGd.jpg,"[{'name': 'Scorsese Productions', 'id': 120}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/2/73,3000000,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,You don't make up for your sins in church. You do it in the streets...,Mean Streets,FALSE,7.2,359
FALSE,,600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,316,tt0304126,de,Halbe Treppe,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.,0.637825,/lmEVpT6sqx5QKrdF206K3CTsEqx.jpg,"[{'name': 'Peter Rommel Productions', 'id': 166}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2/12/02,0,111,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Grill Point,FALSE,6.9,7
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3072,tt0099612,en,Frankenstein Unbound,"The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others.",2.079742,/lQqz6bxLsAcsekp7fbPDJek3CmO.jpg,"[{'name': 'The Mount Company', 'id': 1312}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/2/90,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Frankenstein Unbound,FALSE,5.4,21
FALSE,"{'id': 95891, 'name': 'In China They Eat Dogs Collection', 'poster_path': '/ws7sHs7oVSoVgrLTlEitJ2mJGR8.jpg', 'backdrop_path': '/jeH6MaDD1CnZ8TLupBAi0DYWn2F.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,250,tt0180748,da,I Kina spiser de hunde,An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help.,5.06264,/zuKjvs3IUvdNbMwqcfdHCGeyKt1.jpg,"[{'name': 'Steen Herdel Filmproduktion', 'id': 165}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",9/10/99,0,91,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sh', 'name': ''}]",Released,,In China They Eat Dogs,FALSE,7.5,81
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,42013,tt0093913,en,Sammy and Rosie Get Laid,"Sammy and Rosie are an unconventional middle-class London married couple. They live in the midst of inner-city chaos, surround themselves with intellectual street people, and sleep with everybody - except each other! Things become interesting when Sammy's father, Raffi, who is a former Indian government minister, comes to London for a visit. Sammy, Rosie, and Raffi try to find meaning through their lives and loves.",1.009328,/rNtPyL13onkTQftgOaVrcv6976K.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/30/87,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sammy and Rosie Get Laid,FALSE,5.7,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,631,tt0018455,en,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",4.249695,/tyxjxpwr9NiVtSeITtVXuhp84Zl.jpg,"[{'name': 'BIM Distribuzione', 'id': 225}, {'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/23/27,121,94,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,An Artistic Masterpiece And Also A Joy To Watch,Sunrise: A Song of Two Humans,FALSE,7.9,155
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,48385,tt0049363,en,Indestructible Man,"Scientific experiments accidentally revive an executed criminal and make him impervious to harm, allowing him to seek revenge on his former partners, and deal similarly with anyone else who gets in his way.",3.692449,/4Q4Ft6xUUkvFALH4dgY8am5aCX.jpg,"[{'name': 'C.G.K. Productions', 'id': 34284}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/24/56,0,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The Screen's 300,000 Volt SHOCKER!",Indestructible Man,FALSE,4.9,7
FALSE,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,823,tt0193253,ja,人狼,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",5.993402,/dNW6aaQAQ6C8LNY1dVmsI5rqrzT.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Production I.G.', 'id': 12657}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",11/17/99,0,102,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Jin-Roh: The Wolf Brigade,FALSE,7.4,82
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,2546,tt0054494,fr,Zazie dans le métro,"A brash and precocious ten-year-old (Catherine Demongeot) comes to Paris for a whirlwind weekend with her rakish uncle (Philippe Noiret); he and the viewer get more than they bargained for, however, in this anarchic comedy from Louis Malle, which rides roughshod over the City of Light. Based on a popular novel by Raymond Queneau that had been considered unadaptable, Malle’s audacious Zazie dans le métro, made with flair on the cusp of the French New Wave, is a bit of stream-of-consciousness slapstick, wall-to-wall with visual gags, editing tricks, and effects.",3.297004,/7mlqkmLAPQq5cu6FknL7GPJpnGy.jpg,"[{'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",10/28/60,0,89,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Liberté... Insanité... Hilarité!,Zazie dans le métro,FALSE,6.6,29
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,40478,tt0048973,en,Baby Doll,"Based on a play by Tennessee Williams, ""Baby Doll"" centers on Archie Lee Meighan (Karl Malden), a failing cotton gin owner who is married to Baby Doll (Carroll Baker), a 19-year old childlike beauty whose father arranged the marriage for financial reasons. As Archie awaits the arrival of Baby Doll's 20th birthday, the day that they are supposed to consummate their marriage, he faces interference from business rival Silva Vacarro (Eli Wallach), who plots to seduce Baby Doll away from Meighan.",1.581449,/n7UJkSEOt5zPjIIrgV9pRenfHOX.jpg,"[{'name': 'Newtown Productions', 'id': 4299}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/18/56,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She's nineteen. She makes her husband keep away -- she won't let the stranger go.,Baby Doll,FALSE,7.2,32
FALSE,"{'id': 441439, 'name': 'Alienation Trilogy', 'poster_path': '/3yHS9WWCL8RQlWCZqKFrF23oS0e.jpg', 'backdrop_path': '/5nQqIlvdpgRQrTYG8H1LcwFXCC9.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,5165,tt0053619,it,L'avventura,"A woman disappears during a Mediterranean boating trip. During the search for the woman, her lover and her best friend become attracted to each other.",9.595757,/o6bDZf6MVoTMmXNRX7HoKdkW7Ux.jpg,"[{'name': 'Cino del Duca', 'id': 2342}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",5/15/60,0,143,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A new adventure in filmmaking...,L'Avventura,FALSE,7.6,117
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,5544,tt0052893,fr,Hiroshima mon amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,6.953676,/fViod4QCEDm0Yhlk15LACPdaqZk.jpg,"[{'name': 'Pathé Entertainment', 'id': 841}, {'name': 'Daiei Studios', 'id': 881}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Como Films', 'id': 46570}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",6/10/59,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,From the measureless depths of a woman's emotions...,Hiroshima Mon Amour,FALSE,8,123
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,4909,tt0069947,en,The Day of the Jackal,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin's trail.",6.320225,/5dN5MIJGgJQ1yzgzQpxvhuZ2HN3.jpg,"[{'name': 'Universal Productions France S.A.', 'id': 1408}, {'name': 'Warwick Productions', 'id': 1806}, {'name': 'Warwick Film Productions', 'id': 1807}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/15/73,0,143,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Nameless, faceless... relentlessly moving towards the date with death that would rock the world.",The Day of the Jackal,FALSE,7.3,150
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,4497,tt0055601,es,Viridiana,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.",5.407513,/9dIyUHjL2qqbVaoeQdfjsbw8Jox.jpg,"[{'name': 'Unión Industrial Cinematográfica', 'id': 1659}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",5/17/61,0,90,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,We've got nothing to hide,Viridiana,FALSE,7.6,93
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,42728,tt0061209,en,You're a Big Boy Now,"Bernard Chanticleer's father gives him two simple words of advice: ""Grow up."" Bernard knows that his first step is to find a girl who's ""willing,"" but he passes up a sure thing, Amy Partlett, for a more elusive goal. Her name is Barbara Darling, an inscrutable go-go dancer. More than a few obstacles keep Bernard from his dream world. There's his doting mother, who mails him locks of her hair and weeps at the thought of her baby as a man; there's a malicious rooster, trained to attack pretty girls, patrolling the halls of his New York City rooming house; and most of all, there's Barbara herself. She turns out to be a man hater, emotionally scarred by the lecherous wooden-legged hypnotherapist who ""counseled"" her in high school. All in all, Bernard finds himself in an improbable universe with a calculated clumsiness designed to evoke his confusing coming-of-age.",2.134702,/whBI9xs5HMZOH7keLz3SD0skefw.jpg,"[{'name': 'Seven Arts Productions', 'id': 516}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/9/66,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wow - It's the Wildest!,You're a Big Boy Now,FALSE,5.9,13
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,5071,tt0122082,fr,Gadjo Dilo,A man is looking for a singer he had heard on cassette. He finds much more.,1.481076,/qtRB1sMp2jBwPXEVZfmyjkXjvOe.jpg,"[{'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Centre National de la Cinématographie', 'id': 310}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",8/10/97,0,102,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,,The Crazy Stranger,FALSE,7.8,19
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,4879,tt0061075,en,Ten Little Indians,"Ten strangers are invited as weekend guests to a remote mountain mansion.When the host doesn't show up, the guests start dying, one by one, in uniquely macabre Agatha Christie-style.It is based on Christie's best-selling novel with 100 million sales to date, making it the world's best-selling mystery ever, and one of the most-printed books of all time.",2.922684,/bdb0ZB7t9n6MJC3osookbNrIdhB.jpg,"[{'name': 'Tenlit Films', 'id': 1794}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/9/65,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The Whodunnit Break! A first in motion pictures! Just before the gripping climax of the film, you will be given sixty seconds to guess the killer's identity! The film will pause and on the screen you will see clues to help you decide who the murderer is...We Dare You To Guess!",Ten Little Indians,FALSE,6.5,25
FALSE,,200000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1994,tt0023238,en,The Most Dangerous Game,"When legendary hunter Bob Rainsford is shipwrecked on the perilous reefs surrounding a mysterious island, he finds himself the guest of the reclusive and eccentric Count Zaroff. While he is very gracious at first, Zaroff eventually forces Rainsford and two other shipwreck survivors, brother and sister Eve and Martin Towbridge, to participate in a sadistic game of cat and mouse in which they are the prey and he is the hunter.",3.295206,/914xvJkth01wdyJ9h8Tvie7220B.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/16/32,0,63,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,They saw the heads of hunted men in Zaroff's trophy room!,The Most Dangerous Game,FALSE,7.2,43
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.office-kitano.co.jp/dolls/,870,tt0330229,ja,ドールズ,Dolls is a film about Japanese doll theater and a human love story illustrated through beautiful imagery. This film is a lot more sensitive than most Kitano films.,4.416932,/jEc5Y1SkKL45y2OPWm3wZHynbZv.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",9/5/02,0,114,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Dolls,FALSE,7.6,76
FALSE,"{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/56gaQEeucYNyDZyfbwLs7nXPSKU.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'}",150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://www.shrek2.com/,809,tt0298148,en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",16.22986,/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/19/04,919838758,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Once upon another time...,Shrek 2,FALSE,6.7,3082
FALSE,,125000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.thedayaftertomorrow.com/,435,tt0319262,en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",15.049695,/pRmpaFjtegy8PnUvSBDyT9dm7c.jpg,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Mark Gordon Productions', 'id': 11362}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/26/04,544272402,124,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Where will you be?,The Day After Tomorrow,FALSE,6.2,2462
FALSE,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,4599,tt0350028,en,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",12.448933,/oROgudstoH3i4KyI5ZJbBVW9mKK.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Mandeville Films', 'id': 10227}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/27/04,49718611,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Her uptown life gets turned inside out!,Raising Helen,FALSE,5.9,195
FALSE,"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,673,tt0304141,en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/31/04,789804554,141,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,FALSE,7.7,6037
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,246,tt0363226,ja,座頭市,"Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, Zatôichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, Zatôichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after Zatôichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.",6.428263,/xNFaRG30R3IiVFMgX8X8kAFGxCP.jpg,"[{'name': 'Office Kitano', 'id': 567}, {'name': 'Saito Entertainment', 'id': 568}, {'name': 'Tokyo FM Broadcasting Company', 'id': 569}, {'name': 'Bandai Visual Company (JAPAN)', 'id': 570}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",9/6/03,0,111,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,His sword made him a hero... his courage made him a legend.,Zatoichi,FALSE,7.3,236
FALSE,"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",105000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,2789,tt0296572,en,The Chronicles of Riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",5.060352,/hVAfGskQdktDwYTqrT7wY1f2M4y.jpg,"[{'name': 'One Race Films', 'id': 7154}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/11/04,115772733,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the power in the universe can't change destiny,The Chronicles of Riddick,FALSE,6.3,1593
